,filename,xmin,ymin,xmax,ymax,points
255,FL_SuwanneeRiver_West_2011/,-9233660,3439703,-9223060,3450303,122628203
256,FL_TopobathyFLKeysNOAA_Hydroflattened_2019/,-9147691,2779587,-8919161,3008117,51970164694
257,FL_WaltonAFB_2006-2008/,-9634232,3537049,-9538154,3633127,7481219588
258,FL_WaltonCo_2006/,-9634232,3537049,-9538154,3633127,7694763779
259,FL_WestEvergladesNP_topobathymetric_2018/,-9076167,2885100,-8970927,2990340,107298897612
260,GA_Bibb_Jasper_Jones_Monroe_2010/,-9379944,3849810,-9263978,3965776,11630630878
261,GA_Bryan_County_2010/,-9065200,3724790,-9028986,3761004,1090890472
262,GA_Camden_County_2010/,-9112425,3594966,-9054929,3652462,5906951536
263,GA_Central_1_2018/,-9422133,3870887,-9170573,4122447,59159976532
264,GA_Central_2_2018/,-9540929,3700483,-9311007,3930405,38135978872
265,GA_Central_3_2018/,-9509667,3533495,-9240817,3802345,82336635439
266,GA_Charlton_Brantley_Camden_2010/,-9193736,3551116,-9063398,3681454,8255823271
267,GA_Effingham_Screven_Bulloch_2010/,-10423149,2495275,-7738609,5179815,15654047821
268,GA_Harris_County_2010/,-9482935,3830592,-9425491,3888036,5636767975
269,GA_Heard_County_2010/,-9495531,3911230,-9453551,3953210,2477891377
270,GA_McIntosh_County_2010/,-9088117,3670587,-9032087,3726617,4707021224
271,GA_PotatoCreek_2009/,-9416157,3866368,-9353929,3928596,5900498693
272,GA_SW_Georgia_B1a_2017/,-9490370,3713539,-9360370,3843539,6415722864
273,GA_SW_Georgia_B1b_2017/,-9488609,3858739,-9405319,3942029,13239227109
274,GA_SW_Georgia_B2_2017/,-9475109,3592134,-9366365,3700878,21925714249
275,GA_SW_Georgia_B4_2017/,-9405836,3706289,-9230200,3881925,60326605817
276,GA_SW_Georgia_B5_2017/,-9285402,3733643,-9196038,3823007,17292173767
277,GA_Statewide_10_2018/,-9296766,3577173,-9081716,3792223,31444277321
278,GA_Statewide_11_2018/,-9295994,3624433,-9055648,3864779,33030721667
279,GA_Statewide_12_2018/,-9276736,3518336,-9108300,3686772,32928484587
280,GA_Statewide_9_2018/,-9285738,3770749,-9154064,3902423,35099632626
281,GA_Statewide_B1_2018/,-9583830,3980691,-9400820,4163701,32251297168
282,GA_Statewide_B2_2018/,-9530469,3960578,-9327173,4163874,42678530660
283,GA_Statewide_B3_2018/,-9458571,3963785,-9258459,4163897,43103638101
284,GA_Statewide_B4_2018/,-9364580,4006983,-9206050,4165513,21844083675
285,GA_Statewide_B5_2018/,-9180031,3593541,-8939969,3833603,27587433357
286,GA_Statewide_B6_2018/,-9156247,3774215,-9028101,3902361,33188546755
287,GA_Statewide_B7_2018/,-9251757,3977322,-9151489,4077590,13356481893
288,GA_Statewide_B8_2018/,-9285911,3846653,-9107619,4024945,36451418654
289,GA_Walton_County_2010/,-9348669,3970945,-9296463,4023151,4665506342
290,GA_WayneCo_2010/,-9153659,3676110,-9087247,3742522,3053472482
291,GA_Wayne_Long_McIntosh_2010/,-9165199,3656427,-9068243,3753383,6585271598
292,Guam_2012/,16093443,1486253,16141895,1534705,4834594345
293,HI_Volcano_B1_2019/,-17295766,2171432,-17232348,2234850,52954782933
294,IA_FullState/,-10758075,4793202,-10034133,5517144,167692896718
295,IA_NorthCentral_1_2020/,-10671701,5133022,-10250767,5553956,49774341127
296,IA_NorthCentral_2_2020/,-10586910,4988601,-10274780,5300731,60040043143
297,IA_NorthCentral_3_2020/,-10620077,5086834,-10303935,5402976,71831674676
298,IA_SouthCentral_1_2020/,-10553585,4948924,-10414825,5087684,44835699695
299,IA_SouthCentral_2_2020/,-10458521,4949288,-10320267,5087542,34009977689
300,IA_SouthCentral_3_2020/,-10376837,4950377,-10185997,5141217,78592906144
301,IA_Western_2_2020/,-10762252,5093493,-10467148,5388597,78997864806
302,IA_Western_3_2020/,-10686852,4939454,-10516348,5109958,78914463513
303,ID_AdamsCo_1_2019/,-13037334,5530369,-12898188,5669515,70065051818
304,ID_AdamsCo_2_2019/,-13036707,5532696,-12902125,5667278,21183300555
305,ID_CityofRocks_2011/,-12669862,5158808,-12643568,5185102,1104788091
306,ID_CoeurDAlene_2009/,-12973644,6024900,-12963412,6035132,130420891
307,ID_DryCreek_2007/,-12933927,5416047,-12921955,5428019,212678268
308,ID_NorthForkPayette_1_2020/,-13207315,5420481,-12852181,5775615,143948505129
309,ID_NorthernID_1_2019/,-13110826,6000201,-12835840,6275187,121860137680
310,ID_NorthernID_2_2019/,-13096355,5997885,-12819097,6275143,145662789718
311,ID_SouthernID_1_2018/,-12926217,5163601,-12811929,5277889,33001351479
312,ID_SouthernID_2_2018/,-13086145,5158455,-12753919,5490681,99346227694
313,ID_SouthernID_3_SA2_2018/,-12994985,5360283,-12831693,5523575,8138630571
314,ID_USGSTributary_2008/,-13026751,6035665,-13022879,6039537,5976130
315,IL_8County_B1_2020/,-9851608,4740265,-9740734,4851139,65478164166
316,IL_8County_B2_2020/,-9839207,4652868,-9737625,4754450,30048286453
317,IL_8County_PlusChampaign_B1_2019/,-9857348,4846924,-9778500,4925772,22305954161
318,IL_8County_PlusChampaign_B2_2019/,-10138420,5016224,-9899040,5255604,119375284344
319,IL_8County_PlusChampaign_B3_QL1_2019/,-9837308,4868232,-9808638,4896902,5516878348
320,IL_8County_PlusChampaign_B4_2019/,-9857487,4846785,-9778359,4925913,180569133
321,IL_BooneCo_2007/,-9619663,5187948,-9618817,5188794,828681
322,IL_FordIroquoisLivingston_L1_2014/,-9908016,4975036,-9853818,5029234,4422311418
323,IL_FordIroquoisLivingston_L2_2014/,-9895388,4923576,-9788880,5030084,6887047974
324,IL_HenryCo_2009/,-10067478,5034305,-10002790,5098993,3619217335
325,IL_HicksDome_FluorsparDist_2_2019/,-9937112,4447627,-9718928,4665811,61028681332
326,IL_HicksDome_FluorsparDist_3_2019/,-10100225,4434568,-9860481,4674312,62219693555
327,IL_HicksDome_FluorsparDistrict_B1_2019/,-9970592,4480972,-9784666,4666898,87975982743
328,IL_Johnson-Pulaski_MassacCos_2012-2014/,-9938708,4435995,-9850102,4524601,2367495878
329,IL_KendallCo_2010/,-9864078,5079592,-9823434,5120236,1166712524
330,IL_Peoria_2008/,-10022910,4939374,-9952290,5009994,2204375255
331,IL_SalineRiver_2010/,-9926147,4498821,-9801053,4623915,10709172374
332,IL_SangamonRiver_2011/,-9972724,4813904,-9930290,4856338,549249738
333,IL_Wabash-Saline-FEMA_2011/,-9924829,4492000,-9786453,4630376,11250702292
334,IL_WabashRiver_2010/,-9892098,4546590,-9609826,4828862,10546800004
335,IN_LakeErie_2010/,-9536434,5039155,-9437990,5137599,3851671816
336,IN_Statewide-BartholomewCo_2011/,-9582948,4726892,-9537486,4772354,1152183880
337,IN_Statewide-BooneCo_2011/,-9651511,4847410,-9599541,4899380,1783842982
338,IN_Statewide-BrownCo_2011/,-9622264,4726686,-9576704,4772246,1008974592
339,IN_Statewide-CarrollCo_2011/,-9661121,4926509,-9612877,4974753,1129747322
340,IN_Statewide-CassCo_2011/,-9642301,4947453,-9589709,5000045,1245127896
341,IN_Statewide-ClintonCo_2011/,-9651339,4885242,-9599273,4937308,1015192869
342,IN_Statewide-CrawfordCo_2011/,-9650559,4591489,-9599933,4642115,1109398273
343,IN_Statewide-ElkhartCo_2011/,-9580553,5077238,-9531431,5126360,1193724562
344,IN_Statewide-FultonCo_2011/,-9626561,4988819,-9567859,5047521,882930725
345,IN_Statewide-HarrisonCo-2011/,-9619086,4572539,-9552860,4638765,1544945346
346,IN_Statewide-HowardCo_2011/,-9615730,4904515,-9557588,4962657,785582174
347,IN_Statewide-JacksonCo_2011/,-9610095,4675968,-9549289,4736774,1508593395
348,IN_Statewide-KosciuskoCo_2011/,-9587326,5018333,-9528326,5077333,1411881816
349,IN_Statewide-LawrenceCo_2011/,-9650294,4675689,-9603108,4722875,1351445523
350,IN_Statewide-MarshallCo_2011/,-9626921,5035359,-9578045,5084235,1248542354
351,IN_Statewide-MiamiCo_2011/,-9607187,4947619,-9542509,5012297,1095404160
352,IN_Statewide-OrangeCo_2011/,-9650470,4634668,-9605442,4679696,1260454827
353,IN_Statewide-PulaskiCo_2011/,-9679074,4989971,-9624432,5044613,1213426417
354,IN_Statewide-StJosephCo_2011/,-9633542,5073893,-9578246,5129189,1362579795
355,IN_Statewide-StarkeCo_2011/,-9679014,5029374,-9624140,5084248,920058816
356,IN_Statewide-TiptonCo_2011/,-9601524,4888537,-9557528,4932533,703471902
357,IN_Statewide-WabashCo_2011/,-9578025,4961819,-9521427,5018417,1112486642
358,IN_Statewide-WashingtonCo_2011/,-9609783,4635847,-9555083,4690547,1530712866
359,IN_Statewide_B1_2017/,-9584122,5007337,-9438300,5153159,23385074380
360,IN_Statewide_B2_2017/,-9582081,4919246,-9438587,5062740,22244323164
361,IN_Statewide_Opt1_B1_2017/,-9667339,4947454,-9486517,5128276,27090200609
362,IN_Statewide_Opt1_B2_2017/,-9615730,4820128,-9439430,4996428,25944889149
363,IN_Statewide_Opt1_B3_2017/,-9602811,4737695,-9440231,4900275,57869774308
364,IN_Statewide_Opt1_B4_2017/,-9616314,4646439,-9435882,4826871,29242299480
365,IN_Statewide_Opt1_B5_2017/,-9613115,4547487,-9435939,4724663,26252669746
366,IN_Statewide_Opt2_B1_2017/,-9747179,5001975,-9622823,5126331,30477881176
367,IN_Statewide_Opt2_B2_2017/,-9745541,4876565,-9599273,5022833,28371060228
368,IN_Statewide_Opt2_B3_2017/,-9744997,4777858,-9599503,4923352,31037639561
369,IN_Statewide_Opt2_B4_2017/,-9759929,4678653,-9600385,4838197,36250288043
370,IN_Statewide_Opt2_B5_2017/,-9769034,4549648,-9599934,4718748,53399890309
371,IN_Statewide_Opt2_B6_2017/,-9808976,4528249,-9673754,4663471,32089764938
372,KS_Area1_2012/,-11376256,4436729,-11127402,4685583,20795166575
373,KS_Area3-ButlerCo_2012/,-10828757,4498609,-10731869,4595497,8000519466
374,KS_Area3-NortheastA_2012/,-10733561,4681140,-10507037,4907664,17669455965
375,KS_Area3-NortheastB_2012/,-10803979,4681276,-10614585,4870670,13240025616
376,KS_Area3-Southeast_2012/,-10660301,4436616,-10457369,4639548,5379972877
377,KS_AtchinsonCo_2010/,-10663437,4671554,-10516385,4818606,2223799097
378,KS_BartonCo_2010/,-11026357,4610066,-10955815,4680608,2266385560
379,KS_ChaseCo_2010/,-10787603,4589635,-10718659,4658579,2308340096
380,KS_Coffey_2010/,-10684804,4584518,-10624362,4644960,2114770645
381,KS_DickinsonCo_2010/,-10854580,4659416,-10770390,4743606,2427102573
382,KS_DodgeCity_2010/,-11145558,4526172,-11116854,4554876,117375827
383,KS_DouglasCounty_2006/,-10631980,4682340,-10580968,4733352,1195526405
384,KS_EllsworthCo_2010/,-10969448,4641747,-10898692,4712503,1985748509
385,KS_Franklin_2010/,-10899629,4366710,-10311027,4955312,2363281856
386,KS_FtRiley_2006/,-10798881,4725596,-10757435,4767042,455076826
387,KS_Geary_2010/,-10799739,4693146,-10729801,4763084,1397194051
388,KS_HarveyCo2_2010/,-10880848,4552930,-10810852,4622926,1387831220
389,KS_HarveyCo_2010/,-10874585,4567187,-10804499,4637273,436391566
390,KS_JacksonCo_2006/,-10532711,4697773,-10474651,4755833,1637579605
391,KS_JeffersonCo_2006/,-10646918,4725200,-10589632,4782486,1442128799
392,KS_JewellCo_2010/,-10969208,4796383,-10898326,4867265,2352351436
393,KS_JohnsonCo_2006/,-10581925,4679979,-10531419,4730485,1212434469
394,KS_Leavenworth_2006/,-10596166,4704858,-10565166,4735858,110009465
395,KS_Leavenworth_2010/,-10610292,4713204,-10535172,4788324,2039783865
396,KS_LincolnCo_2010/,-10964956,4695216,-10898070,4762102,2056184502
397,KS_LyonCo_2010/,-10747625,4599544,-10660733,4686436,2222931279
398,KS_Manhattan_2006/,-10792344,4719483,-10735174,4776653,437014443
399,KS_MarionCo_2010/,-10848811,4588996,-10765429,4672378,2651393433
400,KS_MarshallCo_2010/,-10778654,4798869,-10711070,4866453,2541618577
401,KS_McPhersonCo_2010/,-10906256,4599223,-10835236,4670243,2419915263
402,KS_MiamiCo_2009/,-10589666,4629087,-10529626,4689127,2049588299
403,KS_MitchellCo_2010/,-10966387,4746220,-10897913,4814694,1930859403
404,KS_MorrisCo_2010/,-10796341,4638916,-10719591,4715666,1922485948
405,KS_NorthCentral_2009/,-10905885,4740452,-10773547,4872790,4325441138
406,KS_Osage_2010/,-10686377,4643343,-10622505,4707215,2383220590
407,KS_OttawaCo_2010/,-10905038,4705228,-10833826,4776440,2167253017
408,KS_PottawatomieCo_2010/,-10769141,4748346,-10713189,4804298,1040542030
409,KS_RiceCo_2010/,-10963442,4595940,-10899302,4660080,1760342805
410,KS_Riley_2010/,-10802346,4761488,-10760418,4803416,704365731
411,KS_SalineCo_2010/,-10905618,4653591,-10834300,4724909,2300495125
412,KS_Sedgwick-Wichita_2008/,-10887995,4496826,-10808921,4575900,7872900853
413,KS_ShawneeCounty_2006/,-10690851,4697661,-10631067,4757445,1357031391
414,KS_Statewide_B10_2018/,-11075692,4654405,-10861216,4868881,44101012866
415,KS_Statewide_B11_2018/,-11014339,4451213,-10875205,4590347,15781253530
416,KS_Statewide_B12_2018/,-10780640,4560225,-10471242,4869623,25231771264
417,KS_Statewide_B13_2018/,-11257414,4538304,-11096786,4698932,27512919170
418,KS_Statewide_B14_2018/,-10804416,4433865,-10674988,4563293,23825674900
419,KS_Statewide_B17_2018/,-10703724,4434084,-10479080,4658728,50892068364
420,KS_Statewide_B2_2018/,-11363969,4525001,-11254525,4634445,11680728917
421,KS_Statewide_B4_2018/,-11247115,4393660,-11095693,4545082,17603466746
422,KS_Statewide_B5_2018/,-10907141,4499956,-10753099,4653998,25247127870
423,KS_Statewide_B6A_2018/,-10792533,4655844,-10679943,4768434,20645115576
424,KS_Statewide_B6B_2018/,-10737656,4655844,-10634248,4759252,1728649000
425,KS_Statewide_B7_2018/,-11298743,4483409,-11209381,4572771,8678882956
426,KS_Statewide_B8A_2018/,-11001660,4539539,-10873766,4667433,23430809740
427,KS_Statewide_B9_2018/,-11215127,4438998,-10889477,4764648,48334445638
428,KS_USFWS_2010/,-10980559,4588569,-10952571,4616557,255768853
429,KY_Eastern_B1_2019/,-9547199,4489468,-9380477,4656190,31382719610
430,KY_Eastern_B2_2019/,-9412640,4438276,-9122740,4728176,113107397078
431,KY_FluorsparDistrict_2019/,-9881415,4386816,-9691225,4577006,50273353535
432,KY_FullState/,-10309997,3793753,-8785933,5317817,448685375365
433,LA_Atchafalaya2_2013/,-10303101,3421479,-10114269,3610311,14027387174
434,LA_AtchafalayaBasin_2010/,-10244946,3461514,-10131146,3575314,5570542121
435,LA_Bayou_Nezpique_TL_2018/,-10334147,3563688,-10316731,3581104,660362322
436,LA_CPRA_B1_2019/,-10199525,3440419,-10140173,3499771,17055107433
437,LA_CPRA_B2_2019/,-10388027,3795928,-10286411,3897544,66997557155
438,LA_CPRA_B3_2019/,-10438046,3795908,-10336146,3897808,56143236064
439,LA_CPRA_B4_2019/,-10341519,3795749,-10240127,3897141,51052468615
440,LA_CPRA_B5_2019/,-10413766,3510239,-10128006,3795999,119216066235
441,LA_Catahoula_Concordia_1_2017/,-10253789,3666628,-10160719,3759698,134724940423
442,LA_Jean-Lafitte_2013/,-10048811,3463323,-10023197,3488937,529737290
443,LA_Sabine_River_Lidar_A1_2018/,-10437024,3606119,-10346484,3696659,125987613573
444,LA_Sabine_River_Lidar_A2_2018/,-10435236,3541369,-10349998,3626607,65702510719
445,LA_Sabine_River_Lidar_A3_2018/,-10438451,3500172,-10366897,3571726,59094722506
446,LA_Sabine_River_Lidar_A4_2018/,-10346891,3607789,-10249327,3705353,88638578422
447,LA_Sabine_River_Lidar_A5_2018/,-10483433,3794242,-10379645,3898030,189613348215
448,LA_Sabine_River_Lidar_A6_2018/,-10468927,3643557,-10264979,3847505,352204053202
449,MD_Baltimore_2008/,-8542038,4749754,-8516590,4775202,333637530
450,MD_CalvertCo_2011/,-8552827,4624095,-8488247,4688675,1329007281
451,MD_FEMA_AlleganyCo_2012/,-8802090,4763330,-8717542,4847878,4542940000
452,MD_FEMA_HoopersIsland_2011/,-8488759,4612038,-8471811,4628986,48978682
453,MD_FEMA_WashingtonCounty_2012/,-8725309,4746148,-8622293,4849164,4084282148
454,MD_FEMA_WorcesterCo_2011/,-8399071,4582820,-8338245,4643646,1478659827
455,MD_GoldenBeach_2012/,-8537268,4647858,-8533402,4651724,4860658
456,MD_Kent_QueenAnne_Caroline_2006/,-8506047,4684561,-8414055,4776553,818600724
457,MD_NRCS-LiDAR_2012/,-8480025,4566015,-8386389,4659651,6043537599
458,MD_PotomacRiver_Bathy_2019/,-8661301,4710360,-8584505,4787156,3905099170
459,MD_VA_NCB_KGeorge_1_2020/,-8633670,4600962,-8408830,4825802,17315742804
460,ME_Androscoggin_2009/,-7865266,5450490,-7773682,5542074,8809454657
461,ME_AroostookCo_2012/,-7706881,5777272,-7485495,5998658,5057660149
462,ME_Augusta_2006/,-7784209,5495971,-7748721,5531459,712133403
463,ME_CrownofMaine_B2_2018/,-7785751,5810208,-7641169,5954790,31064962990
464,ME_Eastern_TL_2017/,-7698827,5562675,-7515707,5745795,4010566795
465,ME_SouthCoastal_1_2020/,-7902918,5318784,-7679688,5542014,47351251607
466,ME_SouthCoastal_2_2020/,-7878505,5326773,-7851517,5353761,4957670577
467,MI_31Co_EatonB_2016/,-9445910,5262799,-9418956,5289753,48457776
468,MI_Charlevoix_Islands_TL_2018/,-9519229,5739626,-9518117,5740738,10741397
469,MI_DickinsonCo-NRCS_2012/,-9824513,5735784,-9740035,5820262,6820744195
470,MI_FEMA_Alcona_Oscoda_2019/,-9392746,5509757,-9268540,5633963,19154105668
471,MI_FEMA_Alpena_Montmorency_2019/,-9392752,5560056,-9260732,5692076,18407814291
472,MI_FEMA_Cheboygan_2019/,-9455470,5652278,-9350880,5756868,12232807644
473,MI_FEMA_Chippewa_2019/,-9418409,5748309,-9286767,5879951,2591713862
474,MI_FEMA_Crawford_Kalkaska_2019/,-9499981,5517809,-9392737,5625053,24434293441
475,MI_FEMA_Dickinson_Iron_Menominee_2019/,-9902257,5635696,-9689007,5848946,44679362799
476,MI_FEMA_Gogebic_2019/,-10066326,5822623,-10003944,5885005,3773227446
477,MI_FEMA_Luce_Schoolcraft_2019/,-9625579,5738262,-9455519,5908322,23965111746
478,MI_LakeErie_UTM16_2010/,-9453899,5113086,-9339939,5227046,5956301640
479,MI_LakeErie_UTM17_2010/,-9367473,5116236,-9307961,5175748,960008825
480,MI_SaginawBay_2011/,-9369938,5336454,-9220332,5486060,19388434038
481,MN_ChippewaCo_2010/,-10693851,5567081,-10599599,5661333,2420662803
482,MN_CottonwoodCo_2010/,-10627710,5435403,-10557878,5505235,2491327766
483,MN_FullState/,-10913529,5383547,-9955559,6341517,291760609591
484,MN_KandiyohiCo_2010/,-10621637,5601761,-10532643,5690755,3263463799
485,MN_LakeCounty_2018/,-10219045,6015815,-10132295,6102565,98127054316
486,MN_MurrayCo_2010/,-10697324,5433629,-10623940,5507013,2872608269
487,MN_RenvilleCo_2010/,-10631197,5512573,-10516153,5627617,4090385096
488,MN_RockCo_2010/,-10743560,5388239,-10685538,5446261,1849519525
489,MN_SibleyCo_2010/,-10537217,5504854,-10436183,5605888,2501934963
490,MN_SwiftCo_2010/,-10700817,5615329,-10599599,5716547,2931687204
491,MN_WasecaCo_2010/,-10447911,5441254,-10389779,5499386,1492134666
492,MO_AdairCo_2011/,-10352715,4859139,-10279535,4932319,3984779833
493,MO_BarryCo_2011/,-10464509,4379369,-10414067,4429811,584124621
494,MO_BooneCo_2009/,-10321722,4667743,-10231254,4758211,5011966419
495,MO_Clay_County_2008/,-10534119,4737374,-10482965,4788528,597975464
496,MO_Cole-Callaway-Osage_2010/,-10305206,4618296,-10191276,4732226,6522548043
497,MO_CooperCo_2011/,-10359391,4672537,-10299729,4732199,1932807078
498,MO_DuckCreek_2009/,-10054679,4421486,-10010645,4465520,382205482
499,MO_DunklinCo_2012/,-10082355,4299533,-9992537,4389351,2255087752
500,MO_FEMANRCS_1_2020/,-10587433,4261242,-9941269,4907406,55630370830
501,MO_FranklinCo_2011/,-10175870,4596863,-10095610,4677123,6843384926
502,MO_GreeneCo_2011/,-10422887,4442984,-10359055,4506816,5662589078
503,MO_HowardCo_2011/,-10347421,4715730,-10290785,4772366,1506334787
504,MO_JasperCo_2010/,-10534524,4434619,-10468664,4500479,1644359748
505,MO_JeffersonGenevieve_2010/,-10104198,4557226,-10010862,4650562,5535724855
506,MO_LincolnCo_2011/,-10157957,4696300,-10092553,4761704,3513255101
507,MO_LivingstonCo_2011/,-10450298,4805573,-10392468,4863403,322601435
508,MO_LivingstonCounty_2011/,-10437536,4807446,-10381664,4863318,1828048382
509,MO_MaconCo_2011/,-10332168,4810199,-10273116,4869251,3663913210
510,MO_MonroeAudrainMontgomeryCos_2011/,-10272935,4671523,-10127769,4816689,4899415699
511,MO_Platte_County_2008/,-10586829,4743132,-10530817,4799144,647851667
512,MO_PutnamCo_2011/,-10394499,4894648,-10315339,4973808,2584474738
